ad_index,ad_id,ad_product,domain,subdomain,vague_query,product_id,user_search_query,ad_title,ad_description,url,seller,brand,label,image_id
43,994203,Icon iKeyboard6 61 Key USB Keyboard Controller,Musical Instruments,MIDI Controllers,What are some good options for a piano keyboard that also works as a DAW controller?,2398503,keyboard back litvn7-592g-77lb,Icon iKeyboard6 61 Key USB Keyboard Controller,"Specially designed by Icon with great attention to detail, the iKeyboard 6 combines a five-octave piano keyboard with a single channel DAW controller in a rugged metal enclosure. Unlike many keyboard controllers with small plastic keys, this piano keyboard has full sized keys which are semi-weighted to provide realistic piano action. Touch strips provided for pitch bend and modulation. Icon iKeyboard6 61 Key USB Keyboard Controller Features 61-note keyboard controller with single-channel DAW controller Full size, semi-weighted keys with realistic piano action and selectable velocity curves Keyboard exclusively designed by Icon Pitch-Bend and Modulation touch strips Transpose and octave up/down buttons Powerful control surface equipped with Mackie Control and HUI protocols. Includes presets for Pro Tools, Logic Pro, Ableton Live, Cubase, Nuendo, and Samplitude Backlit LED touch fader to control levels, automation, and more Rotary encoder with 11-segment LED ring to control panning, sends, and plugins 6 transport buttons including Play, Stop, Rec, Rewind, Fast forward and Loop Mute, Solo, Rec arm buttons All buttons are illuminated to provide feedback 3-segment LED screen Expression and sustain pedal jacks Midi output USB 2.0 high-speed connectivity Includes Cubase LE Includes iMap software for quick and easy MIDI mapping Class-compliant with Windows XP, Vista (32-bit), Windows 7 (32-bit & 64-bit), Windows 8 (32-bit & 64-bit) and OS X (10.4 and higher) Firmware upgradable over USB Robust aluminum and metal casing with Kensington lock port The iKeyboard 6 has all the controls you need right at your fingertips. The controller section features a touch fader with LED feedback to control and automate levels and other parameters, plus mute, solo, and rec buttons, with track and bank selection. A full transport is provided for playback, recording, looping, and changing automation modes. The large rotary encoder with LED ring can be used for panning, setting send levels, controlling plugin parameters, and more. The...",americanmusical.com,AmericanMusical.com,Icon Digital USA,0,[IMG_CATEID_1030]
44,2199543,Used TaylorMade R15 Left-Handed 3 Wood - Excellent Condition,Sports & Outdoors,Golf Equipment,What are some good options for adjustable fairway woods for left-handed golfers?,4385445,taylormade r15 fade,Used TaylorMade R15 Left-Handed 3 Wood - Excellent Condition,"The TaylorMade R15 Fairway Wood is TaylorMades most technologically advanced fairway wood ever. It is the first fairway wood with sliding weight technology for shot shape adjustability. The new Front Track system performs like a Speed Pocket, reduces spin and increases the size of the sweet spot. The speed pocket allows for increased ball speeds across the entire face. The R15 fairway woods are finished in a satin white paint.",taylormadegolfpreowned.com,TaylorMade Golf Pre-Owned,TaylorMade,1,[IMG_CATEID_22]
45,1054072,Portable Mini CIC Digital Invisible Hearing Aid Sound Amplifier In the Ear Tone Volume Adjustable Hearing Aids Dropshipping,Health & Personal Care,Hearing Aids,What options are available for discreet hearing assistance devices?,1135680,lyric hearing aids,Portable Mini CIC Digital Invisible Hearing Aid Sound Amplifier In the Ear Tone Volume Adjustable Hearing Aids Dropshipping,hearing aid sound amplifier in sound amplifier from invisible hearing aid on AliExpress.com | Alibaba Group,aliexpress.com,AliExpress,Fish Chen,0,[IMG_CATEID_4121]
46,1679422,Scotts Co. 1g S Lawn Roundup Refill 5009010,Home & Garden,Lawn Care,How can I effectively manage weeds in my lawn without damaging the grass?,1551154,roundup for lawns,Scotts Co. 1g S Lawn Roundup Refill 5009010,"Roundup For Lawns Southern Formula Weed Killer - All-in-one weed killer. Kills and prevents weeds but does not hurt lawns. Controls weeds such as dollarweed, dandelion, clover, broadleaf, grassy weeds, sedges, and more. Kills all types of weeds completely and quickly, to the root. Starts working immediately, kills over 90 types of weeds. Active Ingredient: Penoxsulam. - Size: 1 Gal, Concentrate Or Ready To Use: Ready To Use, Product Form: Liquid, Application Type: Refill, Safe For Edibles: No, Safe For Pets: No, Coverage Area: 2000 Weeds, Active Ingredient: 2, 4-D, Penoxsulam, Dicamba, Pkg Qty: 1, Package Type: Bottle",voltagesearch.com,Pricefalls,Scotts Co.,1,[IMG_CATEID_887]
47,513258,Wood Tray In Brown With Handles,Home & Kitchen,Serveware,What are some stylish options for serving guests at home?,4765418,serving trays,Wood Tray In Brown With Handles,"Set a trendy rustic scene for your casual entertaining with the Wood Tray. Crafted of wood for a farmhouse style, it features handles which makes it easy for serving your guests in style.",bedbathandbeyond.com,Bed Bath & Beyond,"Creative Co-Op, Inc.",0,[IMG_CATEID_2990]
48,4095306,"Buffalo Check Heatherly Sofa by Anthropologie in Black Size: All, Sofas at Anthropologie",Home & Furniture,Sofas,What are some stylish options for a comfortable living room centerpiece?,2436451,Country Style Plaid Sofas and Loveseats,"Buffalo Check Heatherly Sofa by Anthropologie in Black Size: All, Sofas at Anthropologie","A high, curved back and a structured, streamlined frame make this elliptic silhouette a sumptuous centerpiece. For product details, ordering assistance and more, please [contact our furniture specialists](https://www.anthropologie.com/help/contact-us#contact-us-section-2). For aesthetic advice and tips to help decorate your space, enjoy our complimentary [home styling services](https://www.anthropologie.com/help/personal-styling-home-decor).",anthropologie.com,Anthropologie,Anthropologie,0,[IMG_CATEID_671]
49,2888390,Blomus Stop Heavy Door Stopper,Home & Living,Home Accessories,What are some reliable options for keeping heavy doors open without damaging the floor?,2848081,door stops,Blomus Stop Heavy Door Stopper,Blomus stainless steel door stop weighs 4lbs and features an anti-scratch base. Designed to hold a heavier sized door. Features Stop Collection 18/8 brushed stainless steel Slip resistant back. Blomus Stop Heavy Door Stopper,2modern.com,2modern,Blomus,1,
50,387931,Little Giant 558276 JP-100-C Shallow Well Jet Pump w/ Square D Pressure Switch 1 HP,Home Improvement,Water Pumps,What are some reliable options for pumping water from a shallow well?,2073121,top slurry pumps company,Little Giant 558276 JP-100-C Shallow Well Jet Pump w/ Square D Pressure Switch 1 HP,JP-100-C Shallow Well Jet Pump w/ Square D Pressure Switch 1 HP,supplyhouse.com,SupplyHouse.com,Little Giant,1,[IMG_CATEID_2278]
51,810473,APC BR1500G Back-UPS Pro 1500 VA 10 outlets Uninterruptible Power Supply (UPS),Electronics,Power Protection & Backup,How can I ensure my electronics stay powered during an outage?,410403,apc back-ups 500 clr,APC BR1500G Back-UPS Pro 1500 VA 10 outlets Uninterruptible Power Supply (UPS),APC BR1500G Back-UPS Pro 1500 VA 10 outlets Uninterruptible Power Supply (UPS),newegg.com,Newegg.com,APC,1,[IMG_CATEID_132]
52,544481,Bruder Jeep Wrangler Unlimited Rubicon Vehicle,Toys & Games,Toy Vehicles,What are some popular toy cars for kids that are durable and fun to play with?,4170862,rubicon jeep,Bruder Jeep Wrangler Unlimited Rubicon Vehicle,Bruder Jeep Wrangler Unlimited Rubicon Vehicle,diapers.com,Diapers.com,Bruder,1,[IMG_CATEID_1175]
53,1111303,NaturalCare Sugar Balance | 60 Caps | Blood Sugar Support,Health & Wellness,Dietary Supplements,What are some natural ways to support healthy blood sugar levels?,1644086,natural granulated sugar replacement,NaturalCare Sugar Balance | 60 Caps | Blood Sugar Support,Supports maintenance of blood sugar levels already within a normal range Blend of minerals and herbs With alpha lipoic acid NaturalCare Sugar Balance | 60 Caps | Blood Sugar Support Sold by Swanson Vitamins,swansonvitamins.com,Swanson Health Products,NaturalCare,0,[IMG_CATEID_1947]
54,645037,"Mlide Favorite Thing Men's Sexy Boxer Briefs,Soft Briefs Underpants Knickers Shorts Sexy Underwear",Clothing & Apparel,Men's Underwear,What are some comfortable and stylish options for men's underwear?,2062497,mens short leg boxers,"Mlide Favorite Thing Men's Sexy Boxer Briefs,Soft Briefs Underpants Knickers Shorts Sexy Underwear","Material:94%Cotton+6%Spandex---men's underwear boxer briefs cotton regular no ride up boxer brief comfortable breathable cotton sport underwear boxer briefs mens underwear soft cotton open fly underwear comfort flex waistband boxer brief Since 2cm/1 inch Inaccuracy May Exist Due To Hand Measure----men's sport performance climalite boxer brief underwear dyed boxer brief tag-free boxer briefs comfortable bamboo fiber boxer briefs superior fit microfiber 4-way stretch active performance boxer briefs unlimited comfort series Style:Sexy Boxer Brief---men's covered waistband boxer brief regular leg boxer brief ultimate boxer brief sports-inspired boxer brief tag-free knit boxers rayon comfort cool assorted boxer briefs athletic underwear boxer briefs long leg breathable running underwear men underpants pack Sexy mens stretch breathable swimming trunks, front cross design.---basic outfitters modal date night boxer brief mens boxer briefs underwear classics boxer briefs ultra soft mesh quick dry sports underwear fiber modal boxer briefs natural feelings boxer briefs spandex breathable mens boxer briefs boxer shorts Click""Mlide"" for more new fashion style items.---boys boxer briefs cars truck kids underwear underwear men's vibe pack boxer brief boy's assorted boxer briefs boys solid boxer briefs underwear men's boxer briefs no ride-up breathable comfortable cotton sport underwear Hello my friends!Welcome to Mlide Wish you have a happy shopping trip! Product description Condition: New with tag Material:94%Cotton+6%Spandex Sexy mens stretch breathable swimming trunks, front cross design. Hot, smooth, and comfortable. Brand New and Never used Style:Boxer Brief Package Include: 1 PC mens Underwear Size Detail ( 2cm/1 inch Inaccuracy May Exist Due To Hand Measure.) Size:S_Waist:63-73cm/24.8-28.7"".5"" Size:M_Waist:73-83cm/28.7-32.7"".1"" Size:L_Waist:83-93cm/32.7-36.6"".6"" Size:XL_Waist:93-100cm/36.6-39.4"".4"" Note: 1.Due to different computers display colors differently,the color of the actual item may vary slightly from the...",amazon.com,Amazon.com,Mlide,1,[IMG_CATEID_2730]
55,2275049,Cher's Greatest Hits: 1965-1992; CD; Primary Artist - Cher,Music & Entertainment,Music Albums,What are some classic music collections from iconic artists?,1591404,cher songs,Cher's Greatest Hits: 1965-1992; CD; Primary Artist - Cher,"Categories: Adult Contemporary, Pop/Rock, Soft Rock. Contributors: Cher - Primary Artist. Format: CD Title: Cher's Greatest Hits: 1965-1992",barnesandnoble.com,Barnes & Noble.com,Geffen Uk,1,[IMG_CATEID_535]
56,3064869,"MR Direct Vitreous China Oval Vessel Bathroom Sink with Faucet and Overflow Sink Finish: Bisque, Faucet Finish: Antique Rubbed Bronze",Home Improvement,Bathroom Fixtures,What are some stylish options for upgrading my bathroom sink?,3142382,lowes bathroom sink,"MR Direct Vitreous China Oval Vessel Bathroom Sink with Faucet and Overflow Sink Finish: Bisque, Faucet Finish: Antique Rubbed Bronze","MR Direct This oval vessel bathroom sink is made from true vitreous China which is triple glazed and triple fired to ensure your sink is durable and strong. True vitreous China is even more impervious and sanitary than standard porcelain with a superior high-gloss finish resists chipping, staining and germs. Designed to sit on the countertop and be appreciated for its unique styling. Consideration should be given to the height of the vanity which it rests upon. This sink features an overflow hole to prevent excessive filling, as well as a dock for faucet installation. This vessel is designed with a partially open and/or unfinished back; the faucet hardware and unpolished porcelain may be visible if viewed from behind, or if installed with its back to a mirrored surface. Our sinks are covered under a limited lifetime warranty for as long as you own the sink. Sink Finish: Bisque, Faucet Finish: Antique Rubbed Bronze",wayfair.com,Wayfair,MR Direct,1,[IMG_CATEID_757]
57,1273198,Personalized Baby Shower Themed Bingo Game,Party Supplies,Baby Shower Games,What are some fun and interactive games to play at a baby shower?,1297849,babyshower bingo,Personalized Baby Shower Themed Bingo Game,This personalized bingo game is the perfect baby shower activity or favor for your upcoming party.,beau-coup.com,Beau-Coup Wedding Favors,Beau-coup,1,[IMG_CATEID_1184]
58,3603027,1976 Topps Mickey Lolich 3,Collectibles,Sports Trading Cards,Where can I find vintage baseball cards from the 1970s?,3387029,mickey lolich card,1976 Topps Mickey Lolich 3,"About Me Other Listings Feedback Add to Favorites Contact Me eBay Store AlwaysAcceptingOffers 1976 Topps 3 Mickey Lolich No stock photo / These are real scans or pictures Details Description: Mickey Lolich Category: Baseball Year: 1976 Product: Topps Card Number: 3 Dimensions: 3 "" x 2 "" SKU: BL A0002 R02 D (1) Payment All payments accepted by Paypal Shipping US First item is $3.00 each additional card is free combined shipping CAN Global Shipping program $3+ Estimated shipping WORLDWIDEGlobal Shipping program $3+ Estimated shipping Returns and Claims We do scan each card! So returns should not be needed. But things do happen. And we do accept retuns within 30 days. About Us SEND US OFFERS! -Free Combined Shipping When Buying 10+ - To take advantage of All promotions payment is due at time of purchase - With Accepted OffersYou will be able to build a cart. Auctions may also build a cart. Both Accepted Offers and Won Actions Can be combined together for a shipping discount. - Offers May cancel any promotions. -",ebay.com,eBay,Topps,1,[IMG_CATEID_3839]
59,1157186,Beck/Arnley Brake Hose - 073-1673,Automotive,Brake Systems,How can I ensure my car's braking system is safe and reliable?,1074775,barbara d beck,Beck/Arnley Brake Hose - 073-1673,"Beck/Arnley Brake Hose - 073-1673 Restore proper braking and safety compromised by worn or leaky hoses. Made from premium reinforced materials, meeting or exceeding all safety standards. Direct OE replacement. 6.00 L. 17.00 W. 1.00 H.",globalindustrial.com,Global Industrial,"Woodbury Automotive Warehouse Enterprises,Llc",0,[IMG_CATEID_806]
